person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
24,52800,0,5.0,4,2,4600,14.17,0.09,0,2,0.00045454545454545455
25,75000,0,9.0,0,0,8000,8.9,0.11,0,2,0.0003333333333333333
24,26500,3,2.0,0,0,6000,7.49,0.23,0,2,0.0009056603773584906
26,65000,0,1.0,2,0,7000,7.9,0.11,0,2,0.0004
21,20000,3,3.0,3,1,4500,11.71,0.22,0,3,0.00105
25,60000,0,8.0,2,0,10500,7.74,0.17,0,2,0.0004166666666666667
27,82000,0,11.0,4,0,5000,8.49,0.06,0,7,0.00032926829268292685
22,120000,3,0.0,5,0,5000,7.14,0.04,0,4,0.00018333333333333334
31,62500,0,2.0,4,1,4000,9.91,0.06,0,10,0.000496
23,29120,3,6.0,1,0,6400,8.94,0.22,0,2,0.0007898351648351648
41,50000,3,2.0,4,3,4500,14.59,0.09,0,14,0.00082
34,51480,2,5.0,4,3,3000,16.89,0.06,1,10,0.0006604506604506605
29,70000,0,13.0,4,0,10000,7.14,0.14,0,5,0.0004142857142857143
29,55000,3,11.0,3,1,10000,10.37,0.18,0,10,0.0005272727272727272
23,34200,3,2.0,1,1,3500,11.86,0.1,0,3,0.000672514619883041
23,29000,3,7.0,1,2,6000,13.61,0.21,1,4,0.000793103448275862
23,44000,3,5.0,3,6,19000,19.82,0.43,1,8,0.0005227272727272727
22,40000,3,3.0,5,0,10000,7.66,0.25,0,3,0.00055
24,48000,0,4.0,2,2,5000,13.48,0.1,1,4,0.0005
25,86000,0,4.0,3,0,6000,6.99,0.07,0,4,0.00029069767441860465
26,100000,0,10.0,3,2,11000,13.35,0.11,0,3,0.00026
31,65000,0,15.0,4,0,8000,6.03,0.12,0,10,0.00047692307692307693
27,60000,3,3.0,5,0,7000,8.9,0.12,0,10,0.00045
31,95000,0,15.0,2,2,15000,12.09,0.16,0,8,0.0003263157894736842
22,55000,3,0.0,0,0,6000,7.51,0.11,0,4,0.0004
28,73000,3,4.0,1,4,9000,17.19,0.13,1,7,0.0003835616438356164
25,48000,3,9.0,0,3,12000,16.0,0.24,1,4,0.0005208333333333333
24,42996,3,5.0,3,2,7200,15.96,0.17,0,2,0.0005581914596706671
28,56000,0,6.0,3,1,8000,10.25,0.14,0,10,0.0005
30,48000,0,8.0,5,1,11000,9.91,0.23,0,7,0.000625
27,35000,3,4.0,5,0,6000,5.42,0.17,0,10,0.0007714285714285715
24,51996,3,8.0,4,3,5000,12.17,0.1,0,4,0.00046157396722824835
24,30000,3,2.0,1,2,3000,13.23,0.1,0,2,0.0008
23,29000,3,5.0,3,1,6000,10.99,0.21,0,2,0.000793103448275862
22,118400,0,7.0,1,1,35000,11.71,0.3,0,3,0.0001858108108108108
23,70000,2,3.0,4,0,10000,6.03,0.14,0,4,0.00032857142857142856
22,60000,3,5.0,0,1,15000,10.08,0.25,0,3,0.00036666666666666667
27,99996,3,3.0,1,2,10000,12.73,0.1,0,10,0.00027001080043201727
29,114000,0,13.0,0,0,15000,6.03,0.13,0,5,0.0002543859649122807
25,37000,3,4.0,5,0,5000,9.63,0.14,0,3,0.0006756756756756757
28,99518,0,10.0,0,0,3000,5.42,0.03,0,8,0.00028135613657830744
24,80569,0,8.0,1,1,5000,10.33,0.06,0,2,0.00029788131911777485
29,85000,0,3.0,0,0,9600,7.88,0.11,0,8,0.0003411764705882353
22,56000,3,6.0,3,1,15000,10.99,0.27,0,4,0.0003928571428571429
26,54000,0,5.0,0,0,5000,6.62,0.09,0,4,0.0004814814814814815
27,38400,0,6.0,3,2,5000,13.61,0.13,0,9,0.000703125
35,30000,2,0.0,5,3,8000,15.95,0.27,1,6,0.0011666666666666668
41,125000,0,12.0,3,2,8000,13.49,0.06,0,15,0.000328
27,50000,3,4.0,1,2,12000,13.23,0.24,1,8,0.00054
31,24000,0,4.0,2,1,7000,11.99,0.29,0,5,0.0012916666666666667
25,50000,3,9.0,5,0,10000,7.29,0.2,0,2,0.0005
27,48000,3,4.0,4,1,8000,11.49,0.17,0,9,0.0005625
22,54000,0,5.0,1,1,6000,11.49,0.11,0,2,0.0004074074074074074
25,99996,3,6.0,3,2,10000,13.61,0.1,1,3,0.000250010000400016
22,25000,3,3.0,1,1,2000,9.91,0.08,0,4,0.00088
21,36000,3,2.0,4,1,15000,10.25,0.42,0,4,0.0005833333333333334
23,56400,3,3.0,5,1,9000,10.96,0.16,0,4,0.0004078014184397163
31,96000,3,5.0,5,4,10000,15.68,0.1,0,9,0.00032291666666666666
28,21600,3,2.0,0,1,4000,12.18,0.19,0,6,0.0012962962962962963
35,25000,3,5.0,1,1,5000,12.42,0.2,0,6,0.0014
29,170000,2,13.0,5,0,20000,7.88,0.12,0,8,0.00017058823529411766
22,30000,3,1.0,5,0,6000,7.66,0.2,0,4,0.0007333333333333333
26,45000,3,7.0,3,0,3000,8.9,0.07,0,2,0.0005777777777777778
26,42000,3,1.0,3,0,8000,7.51,0.19,0,4,0.000619047619047619
23,38000,3,4.0,4,1,7200,9.25,0.18,0,4,0.0006052631578947369
22,55000,3,6.0,5,0,8000,6.03,0.15,0,3,0.0004
25,50000,3,2.0,3,0,9000,7.14,0.18,0,4,0.0005
35,130000,3,3.0,5,2,7000,13.49,0.05,0,9,0.0002692307692307692
22,59500,0,5.0,1,2,11000,13.57,0.18,0,2,0.00036974789915966385
25,39996,2,3.0,5,0,4800,5.79,0.12,0,3,0.0006250625062506251
22,30000,3,2.0,0,1,10000,10.37,0.33,0,3,0.0007333333333333333
25,95000,0,9.0,0,0,5000,7.49,0.05,0,3,0.0002631578947368421
37,54000,3,2.0,3,0,4000,7.9,0.07,0,14,0.0006851851851851852
36,45000,0,1.0,4,0,10000,9.63,0.22,0,16,0.0008
25,25000,3,6.0,3,1,8500,11.71,0.34,0,4,0.001
32,69000,0,4.0,2,0,15000,6.62,0.22,0,6,0.00046376811594202896
31,70000,3,3.0,5,0,9500,5.79,0.14,0,9,0.00044285714285714284
27,54000,3,1.0,3,3,6000,14.11,0.11,1,8,0.0005
36,80004,0,20.0,4,0,10000,7.51,0.12,0,11,0.00044997750112494374
28,35000,3,1.0,3,1,12000,10.0,0.34,0,10,0.0008
26,38400,3,1.0,3,3,15000,15.05,0.39,0,2,0.0006770833333333334
24,45000,3,3.0,5,0,5000,8.49,0.11,0,2,0.0005333333333333334
23,72000,0,7.0,5,0,5000,7.49,0.07,0,3,0.00031944444444444446
41,43738,3,5.0,3,0,14000,7.88,0.32,0,17,0.0009373999725639032
27,80000,3,1.0,2,0,6000,8.0,0.07,0,6,0.0003375
23,24996,3,2.0,0,4,2500,15.95,0.1,1,4,0.0009201472235557689
23,75000,3,2.0,1,0,12000,8.94,0.16,0,2,0.0003066666666666667
24,18000,3,2.0,5,1,4000,10.99,0.22,0,2,0.0013333333333333333
29,60000,0,13.0,3,1,10000,12.69,0.17,0,9,0.00048333333333333334
25,70000,3,7.0,0,2,12800,14.35,0.18,1,2,0.00035714285714285714
22,34000,3,6.0,0,1,5000,12.69,0.15,0,4,0.0006470588235294118
21,35000,3,5.0,4,0,1500,7.51,0.04,0,2,0.0006
23,60000,0,4.0,0,0,7000,8.0,0.12,0,3,0.00038333333333333334
29,52000,3,7.0,5,1,3000,11.11,0.06,0,6,0.0005576923076923077
38,33996,3,11.0,3,2,4000,13.16,0.12,1,17,0.0011177785621837863
23,42000,0,6.0,0,1,6000,10.36,0.14,0,2,0.0005476190476190477
28,50000,3,4.0,1,1,16000,10.25,0.32,0,6,0.00056
21,24000,3,1.0,3,1,5000,10.99,0.21,0,3,0.000875
23,95000,3,8.0,0,0,10000,9.32,0.1,0,2,0.00024210526315789473
28,33000,3,2.0,4,0,10000,7.66,0.3,0,6,0.0008484848484848485
30,87000,0,1.0,2,0,14000,9.32,0.16,0,9,0.0003448275862068965
26,48756,3,6.0,0,2,4800,14.79,0.1,0,2,0.0005332677003855935
22,35000,3,4.0,0,1,8000,10.99,0.23,0,2,0.0006285714285714285
25,98000,0,9.0,2,1,6000,11.99,0.06,0,3,0.00025510204081632655
33,39000,3,2.0,2,2,12000,13.48,0.32,0,6,0.0008461538461538462
25,45000,2,2.0,5,1,7000,9.88,0.16,0,4,0.0005555555555555556
29,65000,3,3.0,2,3,15000,16.0,0.23,0,5,0.0004461538461538462
32,32400,3,2.0,1,2,4800,12.98,0.15,1,10,0.0009876543209876543
23,65004,3,0.0,5,0,6000,8.49,0.09,0,4,0.0003538243800381515
25,122000,3,5.0,2,2,15000,13.57,0.12,1,4,0.00020491803278688525
39,57000,3,3.0,1,0,4000,6.17,0.07,0,13,0.0006842105263157894
32,60000,0,5.0,0,0,12000,7.49,0.2,0,8,0.0005333333333333334
25,62236,0,9.0,1,1,5000,9.99,0.08,0,2,0.00040169676714441803
36,40000,3,3.0,0,1,6000,10.36,0.15,0,12,0.0009
22,55000,0,1.0,4,0,15000,5.79,0.27,0,2,0.0004
25,24000,3,2.0,0,0,5000,7.4,0.21,0,3,0.0010416666666666667
53,24996,3,1.0,4,1,10000,10.62,0.41,0,28,0.0021203392542806848
24,30000,2,5.0,4,1,4000,10.0,0.13,0,3,0.0008
24,134000,3,8.0,4,3,25000,16.07,0.19,1,4,0.0001791044776119403
30,58800,3,9.0,4,1,5000,10.36,0.09,0,7,0.0005102040816326531
24,62467,3,0.0,2,0,7550,8.49,0.13,0,4,0.0003842028591096099
24,44500,3,2.0,5,0,14000,7.51,0.32,0,3,0.0005393258426966292
24,99996,0,8.0,1,0,10000,5.42,0.1,0,4,0.00024000960038401536
31,88000,3,4.0,3,0,6000,7.14,0.07,0,7,0.0003522727272727273
23,40000,0,7.0,0,1,6000,11.83,0.15,0,4,0.000575
23,45000,3,0.0,3,1,5000,10.74,0.11,0,2,0.0005111111111111112
25,44531,0,9.0,2,1,15000,11.71,0.34,0,3,0.0005614066605286205
23,74800,3,1.0,1,3,12000,14.46,0.16,0,3,0.0003074866310160428
26,24000,3,1.0,2,3,10000,15.58,0.42,1,4,0.0010833333333333333
22,90000,0,6.0,1,1,6000,12.69,0.07,0,2,0.00024444444444444443
36,80000,0,3.0,1,0,9000,8.94,0.11,0,15,0.00045
26,69000,0,10.0,2,0,6000,7.14,0.09,0,2,0.00037681159420289854
29,40000,0,12.0,4,1,16000,12.42,0.4,0,6,0.000725
22,40000,0,6.0,0,0,8000,6.62,0.2,0,3,0.00055
26,250000,0,2.0,0,2,30000,14.27,0.13,0,2,0.000104
42,49000,0,11.0,3,1,8400,11.49,0.17,0,16,0.0008571428571428571
26,24000,3,0.0,3,0,10000,7.66,0.42,0,3,0.0010833333333333333
36,90000,3,6.0,1,1,13000,10.59,0.14,0,13,0.0004
21,24000,3,0.0,3,0,4000,7.9,0.17,0,3,0.000875
28,90000,3,3.0,3,2,5500,12.98,0.06,1,9,0.0003111111111111111
32,78300,0,16.0,5,0,7000,5.42,0.09,0,5,0.0004086845466155811
30,74000,0,14.0,3,1,18000,12.18,0.24,0,10,0.0004054054054054054
26,54000,0,10.0,3,1,5000,10.0,0.09,0,4,0.0004814814814814815
22,34000,3,1.0,4,0,15000,7.9,0.44,0,4,0.0006470588235294118
36,30000,3,2.0,4,1,10000,10.99,0.33,0,14,0.0012
31,66500,0,1.0,4,1,9200,10.99,0.14,0,10,0.0004661654135338346
22,32124,3,4.0,0,3,6000,16.77,0.19,0,4,0.0006848462208940356
22,30000,3,0.0,3,2,6000,13.49,0.2,0,4,0.0007333333333333333
24,50000,3,5.0,5,0,10000,7.49,0.2,0,2,0.00048
34,60000,3,0.0,5,1,4000,10.99,0.07,0,10,0.0005666666666666667
21,33996,3,3.0,1,3,3000,16.32,0.09,0,2,0.0006177197317331451
40,79701,0,16.0,3,3,25000,15.99,0.34,0,17,0.0005018757606554497
24,110000,0,8.0,5,2,25000,13.48,0.23,0,2,0.00021818181818181818
24,75000,3,7.0,5,0,3200,5.42,0.04,0,3,0.00032
26,60000,0,4.0,4,0,6000,7.51,0.1,0,2,0.0004333333333333333
37,50000,3,8.0,3,2,6000,13.79,0.12,1,12,0.00074
22,58000,3,6.0,3,2,11300,14.27,0.19,1,3,0.0003793103448275862
39,60000,3,5.0,4,0,10000,7.49,0.17,0,15,0.00065
25,50000,3,9.0,2,1,8000,11.86,0.16,0,3,0.0005
30,60000,0,3.0,0,0,5000,7.88,0.08,0,8,0.0005
24,39000,3,1.0,4,2,1000,13.49,0.03,1,2,0.0006153846153846154
36,49000,0,11.0,0,3,15200,16.0,0.32,1,15,0.0007346938775510204
24,105000,0,8.0,0,1,20000,10.25,0.19,0,4,0.00022857142857142857
29,48000,0,3.0,4,0,3000,6.76,0.06,0,7,0.0006041666666666667
46,98000,0,18.0,4,0,4000,6.03,0.04,0,17,0.00046938775510204083
34,55000,3,1.0,3,0,6000,9.63,0.11,0,7,0.0006181818181818182
24,75200,2,5.0,1,0,4000,7.14,0.05,0,4,0.00031914893617021275
31,20000,3,5.0,5,1,3200,10.99,0.16,0,8,0.00155
25,28500,3,0.0,0,1,7000,10.0,0.25,0,2,0.0008771929824561404
30,39000,3,0.0,3,2,6000,15.23,0.15,1,5,0.0007692307692307692
36,42000,3,0.0,4,1,16000,11.11,0.4,0,13,0.0008571428571428571
26,110000,0,2.0,4,1,25000,11.11,0.23,0,3,0.00023636363636363636
22,56400,3,6.0,1,0,4000,8.9,0.07,0,2,0.0003900709219858156
32,75000,3,2.0,5,2,7500,13.49,0.1,1,5,0.00042666666666666667
27,43000,0,4.0,0,0,6625,7.66,0.15,0,10,0.0006279069767441861
22,50000,3,4.0,1,0,4500,6.03,0.09,0,2,0.00044
26,95000,0,10.0,5,2,19000,12.99,0.2,0,4,0.0002736842105263158
24,33996,3,8.0,0,3,8000,14.96,0.24,1,3,0.0007059654076950229
24,71004,3,8.0,5,2,16000,13.47,0.23,1,4,0.0003380091262464086
31,60000,0,15.0,0,0,12000,7.29,0.2,0,7,0.0005166666666666667
50,120000,3,1.0,2,1,10000,11.49,0.08,0,17,0.0004166666666666667
42,48000,0,6.0,4,0,4400,6.62,0.09,0,13,0.000875
22,52000,2,6.0,1,3,3600,14.84,0.07,1,2,0.0004230769230769231
23,66996,0,3.0,4,1,9000,11.58,0.13,0,3,0.00034330407785539434
21,50000,3,5.0,0,1,6000,10.75,0.12,0,4,0.00042
28,30000,3,0.0,3,0,14500,9.63,0.47,0,7,0.0009333333333333333
28,90000,3,4.0,2,0,6000,8.94,0.07,0,9,0.0003111111111111111
24,32000,3,3.0,5,2,12000,14.79,0.38,0,3,0.00075
29,120000,0,13.0,3,0,10000,7.29,0.08,0,9,0.00024166666666666667
34,29000,3,1.0,2,3,8000,14.11,0.28,1,5,0.0011724137931034483
24,80000,3,2.0,4,1,20000,12.53,0.25,0,2,0.0003
23,38000,0,1.0,5,1,4500,9.96,0.12,0,2,0.0006052631578947369
32,50000,0,0.0,4,1,6000,10.59,0.12,0,8,0.00064
27,60000,0,5.0,3,0,12000,7.49,0.2,0,9,0.00045
26,120000,0,10.0,5,0,16000,7.88,0.13,0,3,0.00021666666666666666
23,97000,3,5.0,3,1,5625,10.74,0.06,0,2,0.00023711340206185568
27,79000,0,0.0,1,2,7000,12.54,0.09,0,5,0.00034177215189873416
23,38000,3,1.0,5,1,4000,11.36,0.1,0,4,0.0006052631578947369
21,45000,0,5.0,4,2,15000,13.49,0.33,1,4,0.00046666666666666666
23,75000,0,8.0,5,2,7600,13.48,0.1,1,3,0.0003066666666666667
24,72000,0,5.0,5,0,9000,5.42,0.13,0,2,0.0003333333333333333
39,62500,3,4.0,0,3,11100,14.54,0.18,1,13,0.000624
25,59500,0,6.0,4,1,2400,11.49,0.04,0,3,0.0004201680672268908
25,200000,0,9.0,0,0,6000,7.49,0.03,0,3,0.000125
24,21600,3,0.0,0,0,3500,9.32,0.16,0,4,0.0011111111111111111
33,75000,3,4.0,5,1,5000,10.99,0.07,0,10,0.00044
25,125000,3,3.0,1,2,10000,12.68,0.08,1,4,0.0002
22,35000,3,2.0,0,1,4800,11.99,0.14,0,3,0.0006285714285714285
30,75000,0,13.0,1,1,10000,10.59,0.13,0,10,0.0004
33,61200,3,12.0,5,1,3650,9.99,0.06,0,7,0.0005392156862745098
26,120000,0,0.0,2,2,20000,13.06,0.17,0,2,0.00021666666666666666
24,21000,3,3.0,3,0,5500,7.88,0.26,0,3,0.001142857142857143
27,50000,0,11.0,5,0,6000,7.49,0.12,0,7,0.00054
22,40000,3,0.0,0,2,7000,12.73,0.17,1,3,0.00055
27,50000,3,3.0,4,4,10000,17.14,0.2,0,8,0.00054
23,45000,3,7.0,1,1,15000,10.65,0.33,0,4,0.0005111111111111112
23,55000,3,7.0,1,1,7500,10.99,0.14,0,2,0.0004181818181818182
21,65000,0,5.0,4,0,7000,5.42,0.11,0,4,0.00032307692307692305
29,38400,0,3.0,5,1,5000,10.99,0.13,0,10,0.0007552083333333333
29,72000,2,13.0,1,0,7500,6.76,0.01,0,9,0.0004027777777777778
24,54996,3,8.0,1,0,6000,5.79,0.11,0,2,0.0004363953742090334
25,103000,3,8.0,0,3,7500,16.77,0.07,0,2,0.00024271844660194174
27,90000,0,4.0,4,0,10000,7.88,0.11,0,6,0.0003
24,52000,3,1.0,0,2,7000,12.53,0.13,0,3,0.00046153846153846153
34,63000,0,3.0,1,1,20000,10.99,0.32,0,7,0.0005396825396825396
26,75000,0,10.0,1,0,6500,8.45,0.09,0,4,0.00034666666666666667
27,43200,3,4.0,1,2,10000,14.26,0.23,1,6,0.000625
23,71000,0,7.0,1,2,5000,12.73,0.07,0,4,0.00032394366197183096
29,120000,0,9.0,4,0,10000,7.49,0.08,0,5,0.00024166666666666667
30,20000,3,5.0,1,2,4000,13.11,0.2,1,6,0.0015
24,60000,3,8.0,3,0,7000,7.51,0.12,0,4,0.0004
25,108000,0,5.0,0,1,7000,12.42,0.07,0,3,0.0002314814814814815
32,65450,3,3.0,2,2,5000,13.98,0.07,1,8,0.0004889228418640183
21,38400,3,5.0,1,1,15000,11.99,0.39,0,2,0.000546875
27,30000,0,1.0,4,3,5000,15.31,0.17,1,6,0.0009
23,45000,3,2.0,4,2,3000,13.98,0.07,0,2,0.0005111111111111112
32,63360,0,3.0,5,0,6500,7.14,0.11,0,5,0.000505050505050505
23,90000,0,7.0,5,1,7000,11.11,0.08,0,4,0.0002555555555555556
26,60000,3,2.0,5,0,16000,6.91,0.27,0,3,0.0004333333333333333
42,43955,3,2.0,2,1,7800,10.0,0.18,0,17,0.0009555226936639746
35,90000,3,0.0,3,1,18000,9.91,0.2,0,8,0.00038888888888888887
25,60000,0,5.0,1,1,5600,10.99,0.09,0,4,0.0004166666666666667
25,88000,3,2.0,1,4,15000,14.93,0.17,1,3,0.0002840909090909091
23,55000,3,4.0,4,3,15000,16.77,0.27,0,4,0.0004181818181818182
22,38400,3,5.0,1,2,5000,13.49,0.13,0,2,0.0005729166666666667
28,170000,3,1.0,2,1,25000,12.21,0.15,0,7,0.0001647058823529412
23,36000,0,2.0,2,2,7000,13.49,0.19,1,4,0.0006388888888888889
23,62400,3,3.0,3,2,20000,13.23,0.32,0,4,0.0003685897435897436
23,25536,3,1.0,5,2,12250,12.18,0.47,1,3,0.0009006892230576441
24,51000,3,2.0,1,1,6000,10.62,0.12,0,3,0.00047058823529411766
27,42000,3,3.0,3,1,10000,10.74,0.24,0,8,0.0006428571428571428
29,37000,3,2.0,5,2,17500,12.87,0.47,1,10,0.0007837837837837838
36,54996,3,3.0,0,0,8000,8.59,0.15,0,12,0.0006545930613135501
43,60000,0,11.0,2,0,5000,8.9,0.08,0,16,0.0007166666666666667
24,58650,3,8.0,3,3,10000,14.11,0.14,0,2,0.0004092071611253197
28,75000,3,3.0,0,1,10000,10.37,0.13,0,6,0.0003733333333333333
22,71400,3,2.0,4,2,10000,12.61,0.13,0,4,0.0003081232492997199
23,45000,3,4.0,5,0,6000,7.66,0.13,0,4,0.0005111111111111112
31,90000,0,9.0,4,0,5000,7.14,0.06,0,9,0.0003444444444444444
42,38000,3,2.0,3,3,5000,13.36,0.13,1,17,0.0011052631578947368
22,55000,3,4.0,3,1,15000,10.37,0.27,0,4,0.0004
30,63000,3,13.0,2,0,14000,5.99,0.24,0,10,0.0004761904761904762
66,80000,3,0.0,4,0,15000,7.9,0.18,0,24,0.000825
31,39000,3,7.0,1,0,5000,8.49,0.13,0,9,0.0007948717948717948
25,48000,2,9.0,0,3,5000,15.33,0.1,1,4,0.0005208333333333333
24,56000,0,8.0,4,1,16750,10.95,0.3,0,2,0.00042857142857142855
25,80000,0,7.0,2,1,12000,10.62,0.15,0,3,0.0003125
27,100000,0,4.0,4,2,20000,13.23,0.2,1,7,0.00027
34,89000,3,4.0,3,0,14000,6.03,0.16,0,10,0.00038202247191011237
27,132000,0,3.0,4,0,10000,7.66,0.08,0,6,0.00020454545454545454
25,85000,0,5.0,1,1,6500,10.99,0.08,0,2,0.0002941176470588235
28,48000,3,12.0,4,1,1500,10.37,0.03,0,6,0.0005833333333333334
27,24000,3,1.0,5,1,6000,10.99,0.25,0,7,0.001125
34,80000,0,2.0,2,1,5000,10.36,0.06,0,6,0.000425
37,70000,2,21.0,4,1,8000,10.08,0.11,0,12,0.0005285714285714286
25,52000,0,4.0,2,2,3600,13.47,0.07,1,3,0.0004807692307692308
21,24996,3,4.0,0,1,2000,11.49,0.08,0,3,0.0008401344215074412
25,85000,0,9.0,1,2,20000,14.65,0.24,1,3,0.0002941176470588235
23,120000,0,4.0,4,3,22000,16.02,0.18,1,3,0.00019166666666666667
35,96000,0,7.0,0,1,10000,10.99,0.1,0,8,0.00036458333333333335
37,65000,3,5.0,0,0,4000,6.76,0.06,0,14,0.0005692307692307692
22,14400,2,0.0,3,0,1200,7.74,0.08,0,4,0.0015277777777777779
22,30000,0,5.0,4,2,3000,13.49,0.1,0,2,0.0007333333333333333
24,100000,3,3.0,1,1,12500,11.49,0.12,0,4,0.00024
24,60000,0,8.0,4,1,9000,10.65,0.15,0,3,0.0004
25,28800,0,2.0,0,0,4000,7.51,0.14,0,2,0.0008680555555555555
28,100000,0,6.0,2,2,4800,12.99,0.05,1,9,0.00028
33,30500,3,7.0,0,1,10000,10.65,0.33,0,8,0.001081967213114754
29,54000,3,13.0,4,1,12000,11.99,0.22,0,7,0.000537037037037037
28,48996,3,4.0,3,2,5000,13.61,0.1,0,10,0.0005714752224671402
53,55000,3,2.0,1,0,10000,8.9,0.18,0,20,0.0009636363636363637
22,60000,3,2.0,4,2,6000,14.22,0.1,1,2,0.00036666666666666667
30,32000,3,0.0,2,3,2000,15.62,0.06,0,9,0.0009375
38,47000,3,5.0,1,2,16400,13.57,0.36,0,15,0.0008085106382978724
31,116400,3,13.0,0,0,2000,8.59,0.02,0,9,0.00026632302405498284
31,54000,0,6.0,5,0,6000,7.88,0.11,0,10,0.0005740740740740741
28,90000,0,12.0,3,0,6000,7.49,0.07,0,6,0.0003111111111111111
25,31200,3,2.0,0,1,6000,11.46,0.19,0,3,0.0008012820512820513
22,60000,3,2.0,5,2,5000,13.49,0.08,0,3,0.00036666666666666667
23,39000,3,7.0,5,1,6000,9.62,0.15,0,2,0.0005897435897435898
39,40000,0,2.0,4,1,3000,11.99,0.07,0,13,0.000975
23,70000,3,7.0,4,2,3600,14.22,0.05,1,4,0.00032857142857142856
29,120000,0,0.0,0,1,15000,10.0,0.13,0,6,0.00024166666666666667
28,63000,0,12.0,3,2,18000,13.99,0.29,0,5,0.00044444444444444447
29,70000,0,3.0,2,0,10000,5.79,0.14,0,5,0.0004142857142857143
23,140000,0,2.0,1,0,8000,7.14,0.06,0,2,0.00016428571428571428
41,170000,0,3.0,3,1,25000,12.18,0.15,0,12,0.0002411764705882353
23,45000,3,0.0,0,0,4000,7.29,0.09,0,4,0.0005111111111111112
21,81600,0,5.0,1,2,21600,13.49,0.27,1,4,0.0002573529411764706
22,72000,0,0.0,1,4,25000,16.4,0.35,1,3,0.00030555555555555555
23,40000,3,5.0,5,2,6900,13.22,0.17,1,3,0.000575
27,96000,0,6.0,5,1,8000,10.99,0.08,0,10,0.00028125
36,54000,0,2.0,4,2,10000,12.98,0.19,0,14,0.0006666666666666666
33,120000,0,4.0,1,2,20000,13.79,0.17,1,7,0.000275
32,40000,0,16.0,3,1,18000,9.91,0.44,0,6,0.0008
30,50000,0,2.0,2,1,12250,11.36,0.24,0,7,0.0006
28,88900,0,6.0,5,1,20000,10.65,0.23,0,7,0.00031496062992125983
27,72000,3,0.0,0,0,8000,8.0,0.11,0,6,0.000375
24,54400,3,0.0,3,4,30000,19.42,0.45,0,2,0.0004411764705882353
30,102300,0,9.0,4,0,8800,7.14,0.09,0,6,0.0002932551319648094
29,75000,3,1.0,1,2,10000,13.47,0.13,0,5,0.00038666666666666667
23,42504,3,1.0,5,4,18250,16.4,0.43,0,2,0.0005411255411255411
34,64000,3,1.0,1,1,9000,10.59,0.14,0,7,0.00053125
24,72000,0,6.0,0,0,6625,5.42,0.09,0,2,0.0003333333333333333
28,110000,0,12.0,0,0,5000,7.14,0.05,0,7,0.00025454545454545456
22,57000,3,3.0,5,1,7500,10.25,0.13,0,2,0.00038596491228070175
28,50000,0,10.0,4,3,15000,15.99,0.3,1,6,0.00056
25,40000,3,0.0,0,0,4000,7.14,0.1,0,3,0.000625
22,60000,3,0.0,5,1,10000,11.71,0.17,0,4,0.00036666666666666667
39,54000,0,13.0,3,1,6000,10.99,0.11,0,11,0.0007222222222222222
27,73527,0,4.0,2,1,12000,10.37,0.16,0,8,0.0003672120445550614
31,59700,0,15.0,2,1,15000,10.99,0.25,0,9,0.0005192629815745394
23,84000,3,3.0,1,1,10000,10.99,0.12,0,2,0.0002738095238095238
21,93000,0,5.0,5,0,12000,7.51,0.13,0,4,0.00022580645161290321
29,45000,0,13.0,4,0,10000,5.42,0.22,0,9,0.0006444444444444444
27,58656,2,10.0,1,1,15000,11.14,0.26,0,7,0.00046031096563011457
32,74000,0,16.0,5,0,11500,6.03,0.16,0,6,0.00043243243243243243
24,28000,3,4.0,4,1,7200,10.99,0.25,0,3,0.0008571428571428571
29,44000,0,13.0,1,1,10000,11.86,0.23,0,8,0.0006590909090909091
27,49140,0,11.0,1,2,4000,14.22,0.08,1,5,0.0005494505494505495
26,28000,3,0.0,3,2,7500,11.34,0.29,1,3,0.0009285714285714286
28,150000,0,3.0,2,1,10000,11.11,0.07,0,8,0.00018666666666666666
22,30000,3,6.0,4,0,10000,6.17,0.33,0,4,0.0007333333333333333
39,60000,3,3.0,4,3,5000,16.32,0.08,0,14,0.00065
23,120000,0,7.0,1,1,8000,9.99,0.07,0,2,0.00019166666666666667
26,44000,0,0.0,4,1,4500,11.11,0.1,0,3,0.0005909090909090909
30,69000,3,0.0,1,2,15000,13.22,0.22,1,7,0.0004347826086956522
32,60000,3,3.0,0,0,18000,7.51,0.3,0,10,0.0005333333333333334
23,32000,3,0.0,5,1,10000,10.37,0.31,0,4,0.00071875
25,63000,0,9.0,1,0,10400,6.62,0.18,0,2,0.0003968253968253968
22,46000,3,1.0,3,4,7000,15.68,0.15,1,3,0.0004782608695652174
23,48000,3,2.0,5,3,10000,16.07,0.21,0,3,0.00047916666666666664
22,62500,3,6.0,5,0,14000,7.88,0.22,0,4,0.000352
39,16428,3,0.0,2,3,2400,14.11,0.15,1,17,0.0023739956172388606
53,35000,3,1.0,0,1,10000,10.65,0.29,0,22,0.0015142857142857143
24,62000,0,5.0,5,0,2000,8.49,0.03,0,4,0.0003870967741935484
22,54000,3,6.0,5,0,11000,7.49,0.2,0,2,0.0004074074074074074
21,40000,3,1.0,1,0,12000,7.51,0.3,0,3,0.000525
29,75000,3,1.0,5,1,10000,10.99,0.13,0,6,0.00038666666666666667
