,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
13785,0,6.0,1,10000,14.27,0.13,1,2,0.00028205128205128203
54171,3,6.0,3,10750,16.77,0.32,1,4,0.0007738095238095238
7315,3,6.0,3,4000,10.33,0.13,0,2,0.0008
2847,0,1.0,3,10000,8.94,0.14,0,15,0.0006619718309859155
9355,3,0.0,1,3000,5.42,0.1,0,13,0.0012
53216,3,6.0,0,15000,10.99,0.25,0,7,0.00048333333333333334
33802,3,5.0,3,7000,9.99,0.2,0,4,0.0007428571428571429
13734,0,8.0,0,5000,7.51,0.11,0,7,0.0006444444444444444
26103,0,11.0,3,5000,5.42,0.09,0,8,0.0005
37833,3,0.0,1,3500,11.49,0.12,0,8,0.0010666666666666667
15432,0,4.0,2,5000,10.99,0.05,0,7,0.00030476190476190474
1454,3,4.0,1,10000,13.98,0.24,0,4,0.0005476190476190477
41178,0,2.0,3,10000,9.63,0.14,0,2,0.00034285714285714285
58296,3,1.0,5,8000,7.9,0.23,0,7,0.0007714285714285715
56047,0,6.0,0,4500,7.49,0.07,0,2,0.00036666666666666667
14045,3,2.0,0,3000,10.37,0.1,0,12,0.0012333333333333332
42810,3,3.0,3,12000,12.18,0.3,0,8,0.000675
54427,0,2.0,3,17500,7.49,0.29,0,6,0.0005166666666666667
33367,3,2.0,4,6000,11.86,0.1,0,4,0.00036666666666666667
46938,3,2.0,1,6000,13.22,0.1,0,3,0.0004379832555632296
29530,3,4.0,3,6000,12.69,0.12,0,5,0.00064
25369,3,8.0,4,5000,7.9,0.17,0,2,0.0008
2497,3,7.0,3,7000,8.94,0.17,0,2,0.0005476190476190477
3642,3,3.0,1,6500,9.91,0.22,0,3,0.0008333333333333334
37852,2,13.0,1,10000,15.96,0.34,1,8,0.0009344858659012783
26201,0,7.0,0,12000,10.99,0.24,0,2,0.00046
57434,3,0.0,4,4000,10.37,0.06,0,11,0.000752
54646,3,3.0,5,7000,10.59,0.12,0,6,0.00045
38858,0,2.0,1,4000,10.99,0.07,0,8,0.0004861111111111111
31468,2,0.0,1,15000,16.29,0.25,0,15,0.0006166666666666666
38595,0,7.0,1,24000,10.99,0.23,0,3,0.0002233009708737864
32564,3,3.0,5,12000,17.99,0.3,0,11,0.000925
47596,3,4.0,5,5500,8.0,0.17,0,5,0.0009373828271466067
18911,3,0.0,0,15000,16.32,0.09,1,15,0.00023909145248057382
32096,0,11.0,3,3000,7.05,0.04,0,7,0.00036266924564796907
54634,3,3.0,3,15250,11.86,0.49,0,2,0.0008333333333333334
25355,3,5.0,0,3000,13.49,0.06,1,2,0.00044
50285,3,3.0,4,25000,8.9,0.19,0,4,0.0002
47590,3,2.0,0,10000,7.14,0.42,0,3,0.0010416666666666667
4335,0,6.0,4,20000,12.53,0.22,0,22,0.0005790645879732739
25124,0,9.0,3,5000,14.79,0.08,1,3,0.0004166666666666667
56216,3,1.0,5,7200,11.89,0.09,0,3,0.0002818627450980392
49631,3,3.0,1,3500,14.61,0.12,0,2,0.0007333333333333333
19609,0,5.0,5,10000,7.49,0.11,0,8,0.00037777777777777777
37968,0,4.0,3,4000,6.99,0.07,0,5,0.00048333333333333334
54451,0,7.0,2,10000,7.49,0.17,0,5,0.00046551724137931035
58195,3,4.0,0,20000,10.25,0.42,0,2,0.0004583333333333333
16584,3,3.0,4,3000,7.51,0.07,0,4,0.0005777777777777778
58209,0,19.0,5,7800,7.51,0.16,0,12,0.0008541666666666667
38414,0,0.0,4,7200,7.29,0.21,0,6,0.0009142857142857143
769,3,3.0,1,10000,10.38,0.42,0,4,0.0010416666666666667
31757,0,5.0,3,10000,7.51,0.17,0,2,0.00035
46795,3,7.0,3,6000,13.49,0.12,0,2,0.00046
5251,3,1.0,1,8000,14.26,0.12,0,4,0.0003676470588235294
20882,0,3.0,5,5000,5.79,0.08,0,10,0.0005161290322580645
35879,3,5.0,4,12000,7.49,0.3,0,2,0.000625
13707,3,2.0,0,7000,12.69,0.08,0,4,0.00023333333333333333
50089,3,5.0,4,9000,12.69,0.17,0,2,0.00040697674418604653
38670,0,3.0,4,4800,7.51,0.07,0,9,0.0004142857142857143
43266,3,2.0,4,10000,13.49,0.17,1,4,0.0004166666666666667
52760,0,2.0,4,14000,7.88,0.09,0,13,0.0002466666666666667
37146,0,2.0,5,6000,14.27,0.15,1,12,0.0009
6514,3,11.0,1,5000,15.31,0.05,1,9,0.0002685185185185185
44884,3,7.0,3,10000,11.49,0.18,0,2,0.0004181818181818182
36152,0,3.0,3,11000,7.88,0.24,0,2,0.0005
46831,3,8.0,0,14000,7.9,0.19,0,3,0.00032
36474,3,3.0,0,6000,13.49,0.09,1,7,0.0003857142857142857
37205,0,11.0,5,4000,7.51,0.07,0,10,0.00045
11018,3,3.0,0,7000,8.0,0.13,0,3,0.0004
54079,0,5.0,4,6500,7.51,0.1,0,14,0.0005735294117647059
28461,2,6.0,5,4000,6.99,0.07,0,2,0.00041821223361699034
34964,3,1.0,4,3500,7.51,0.06,0,6,0.00048333333333333334
41429,2,20.0,2,6000,5.42,0.05,0,11,0.0003
32561,3,3.0,3,5000,13.61,0.1,0,2,0.00044
52559,3,4.0,3,16800,6.99,0.23,0,5,0.00042028985507246375
45341,2,11.0,4,5000,12.21,0.21,0,7,0.00125
57260,3,4.0,5,5000,7.49,0.1,0,7,0.00056
42696,0,2.0,2,12000,10.0,0.09,0,10,0.00024285714285714286
29046,3,2.0,3,4000,10.59,0.08,0,4,0.00046
57917,3,1.0,1,4000,11.49,0.33,0,3,0.0018333333333333333
50260,0,2.0,0,7000,15.95,0.19,1,4,0.0007022471910112359
48023,3,0.0,3,3000,13.36,0.1,1,2,0.0008351803668369149
36825,0,2.0,0,15000,16.63,0.31,1,15,0.0008979591836734694
46728,3,4.0,5,1000,13.99,0.03,0,5,0.001
40990,0,6.0,3,5000,8.9,0.17,0,2,0.0007986111111111112
8985,0,22.0,3,35000,9.99,0.44,0,17,0.000475
11871,3,4.0,4,7500,11.78,0.25,1,9,0.0009333333333333333
12409,3,2.0,4,12000,7.88,0.12,0,10,0.00031
2571,0,0.0,4,8000,7.14,0.09,0,4,0.00028235294117647056
1099,3,4.0,0,6800,11.58,0.14,0,2,0.0004411292909849214
45630,3,8.0,5,5300,13.43,0.13,0,3,0.0006
44207,0,14.0,3,6400,9.99,0.14,0,8,0.000625
23365,3,21.0,2,8000,11.71,0.16,0,15,0.00074
2862,3,4.0,5,13000,10.99,0.25,0,6,0.000530212653146244
40782,3,5.0,4,1500,14.35,0.05,1,4,0.00065625
16894,3,0.0,5,3000,11.48,0.08,0,2,0.0005974025974025974
38693,0,5.0,1,4000,13.49,0.1,1,4,0.000525
51120,2,9.0,1,5000,13.49,0.19,0,4,0.000925925925925926
3549,0,8.0,3,18000,12.73,0.24,0,2,0.0003383198740861686
4829,0,9.0,0,4000,10.99,0.04,0,4,0.0002631578947368421
754,0,8.0,5,12000,13.49,0.09,1,5,0.00021428571428571427
14280,0,20.0,5,12000,11.36,0.13,0,15,0.0004
46723,0,6.0,5,12000,8.88,0.23,0,3,0.00040293040293040293
21692,0,1.0,1,13750,7.88,0.2,0,3,0.00031428571428571427
16090,0,1.0,1,7000,15.99,0.1,0,3,0.00032857142857142856
39063,3,0.0,0,9000,12.42,0.17,0,8,0.00064
35649,3,6.0,4,4200,10.71,0.08,0,4,0.0004758788888227946
28741,2,10.0,5,15000,6.99,0.25,0,3,0.00042483660130718953
45530,2,8.0,3,17000,9.99,0.38,0,2,0.0005581395348837209
50460,3,2.0,5,3000,7.66,0.04,0,10,0.00040789473684210524
20433,0,7.0,0,7200,5.42,0.12,0,2,0.0004
57889,3,1.0,5,10000,13.49,0.25,0,19,0.0013
5350,0,0.0,5,15000,14.42,0.3,0,3,0.0005
7104,3,0.0,4,5000,17.49,0.17,1,3,0.0007240380637153496
5680,3,8.0,3,16000,13.06,0.22,1,4,0.00034722222222222224
7410,0,5.0,1,10200,7.49,0.19,0,4,0.00045454545454545455
29313,0,7.0,1,11000,13.11,0.2,1,2,0.0004181818181818182
11515,3,7.0,0,8500,11.49,0.16,0,6,0.0005
6168,3,0.0,1,8000,11.86,0.32,0,4,0.000873015873015873
37433,3,7.0,4,15000,7.49,0.3,0,3,0.00046
53211,3,3.0,2,23000,6.91,0.24,0,5,0.00036842105263157896
7530,0,16.0,1,7700,12.68,0.11,1,5,0.0004492753623188406
9430,0,2.0,1,5000,12.18,0.1,0,3,0.00044
28345,3,5.0,4,4200,10.74,0.1,0,2,0.000525
47761,0,11.0,5,3000,7.88,0.05,0,5,0.0004761904761904762
9991,3,4.0,3,2500,7.29,0.04,0,10,0.00048333333333333334
45098,3,5.0,0,16000,14.61,0.25,1,6,0.00046875
38656,3,0.0,3,10000,9.32,0.17,0,12,0.00065
32794,3,5.0,1,8000,7.51,0.11,0,2,0.0003
13429,0,3.0,4,12000,5.79,0.1,0,8,0.00027826086956521737
32293,0,0.0,4,8000,6.54,0.11,0,4,0.0003066666666666667
31545,2,8.0,2,10000,11.49,0.15,0,2,0.0003692307692307692
25928,3,5.0,0,6500,8.9,0.1,0,5,0.0005230769230769231
29911,3,0.0,3,6300,13.16,0.13,0,4,0.00048
12603,0,1.0,5,18000,13.98,0.35,0,2,0.0005000384644972691
40393,0,2.0,3,5000,7.88,0.06,0,4,0.000325
53107,3,1.0,3,15000,7.9,0.38,0,4,0.0006
17411,3,3.0,1,4000,14.26,0.16,0,3,0.000873015873015873
7285,0,1.0,2,13500,11.34,0.35,0,7,0.0007795698924731183
55630,3,13.0,4,12000,11.49,0.14,0,9,0.00035294117647058826
48986,3,1.0,3,19000,10.99,0.35,0,2,0.00043387869474825996
34904,2,5.0,3,13000,13.79,0.28,1,3,0.0012242899118511264
36769,3,0.0,0,10000,13.72,0.25,0,3,0.000625
9642,3,1.0,1,12000,16.45,0.2,0,9,0.0005254237288135593
45002,3,3.0,0,6000,12.53,0.2,0,2,0.0008666666666666666
15875,3,2.0,2,12000,11.71,0.1,0,9,0.000225
18086,0,10.0,5,15250,9.99,0.29,0,4,0.0005098039215686275
40265,3,1.0,1,3500,6.91,0.07,0,3,0.00048
34327,0,7.0,1,17500,7.49,0.27,0,2,0.00038333333333333334
15164,0,4.0,2,4800,9.63,0.05,0,6,0.0003
43273,3,2.0,1,9200,5.99,0.14,0,10,0.00047058823529411766
37453,0,4.0,5,10000,15.21,0.2,1,2,0.00044
26768,0,1.0,1,9500,7.75,0.24,0,6,0.0008
23732,3,21.0,5,25000,16.02,0.4,1,15,0.000592
5276,0,6.0,4,1000,11.36,0.01,0,3,0.00031428571428571427
38579,0,3.0,2,9600,6.99,0.12,0,4,0.000325
24336,0,6.0,5,7000,12.99,0.12,1,3,0.00038333333333333334
43176,0,5.0,1,15000,13.99,0.31,1,8,0.0006666666666666666
15702,3,3.0,0,12000,10.37,0.22,0,3,0.0004181818181818182
7800,0,0.0,3,8000,5.42,0.12,0,3,0.0004
56091,2,0.0,5,5000,14.35,0.05,1,2,0.0002090909090909091
6308,3,3.0,4,10000,8.49,0.32,0,3,0.0008012820512820513
15318,0,0.0,0,15600,7.74,0.4,0,4,0.000582010582010582
56082,3,5.0,0,5000,7.9,0.07,0,3,0.0003066666666666667
37528,0,5.0,5,4000,6.92,0.05,0,14,0.0004235294117647059
14188,0,5.0,4,10000,7.49,0.09,0,28,0.0005660377358490566
24566,2,5.0,4,10000,8.9,0.05,0,4,0.0001229946524064171
32341,0,5.0,5,9800,10.36,0.1,0,4,0.00023529411764705883
56892,0,11.0,3,10000,10.37,0.16,0,11,0.000721311475409836
9413,3,2.0,3,1500,10.99,0.04,0,5,0.000859375
53926,2,1.0,4,5000,12.61,0.21,1,4,0.0009583333333333333
31614,0,7.0,5,13750,12.42,0.22,0,2,0.0003958691910499139
2058,2,10.0,4,12500,11.36,0.1,0,2,0.0002070063694267516
37945,3,0.0,3,4200,9.99,0.19,0,4,0.0009722222222222222
6280,0,3.0,5,12000,7.88,0.25,0,17,0.0008958333333333333
27204,0,10.0,0,7000,6.54,0.15,0,6,0.0005833333333333334
11120,3,0.0,1,16000,18.25,0.27,0,2,0.00038333333333333334
34016,3,9.0,5,5000,11.99,0.14,0,7,0.00075
57588,3,0.0,5,7500,11.71,0.09,0,6,0.00035
41862,3,0.0,0,6000,6.03,0.1,0,4,0.00041379310344827585
37414,3,3.0,1,6000,12.98,0.12,0,2,0.00043684597208157105
55523,3,8.0,3,1600,11.49,0.07,0,3,0.001
51459,2,16.0,4,12000,10.99,0.13,0,15,0.0005157894736842106
24082,0,3.0,1,25000,10.74,0.17,0,10,0.00018666666666666666
36015,3,7.0,2,7200,11.71,0.06,0,4,0.00021238938053097346
81,3,6.0,0,23500,7.66,0.5,0,8,0.0006578947368421052
6992,0,17.0,0,20000,6.54,0.25,0,10,0.0004125
11209,3,3.0,0,17000,5.79,0.25,0,4,0.0003676470588235294
2111,3,1.0,3,4000,11.49,0.1,0,6,0.000875
34387,3,2.0,1,12000,13.48,0.28,0,4,0.0005092592592592592
13222,0,5.0,4,7000,10.99,0.09,0,8,0.0003625
45062,3,0.0,1,12375,10.91,0.34,0,4,0.0006111111111111111
57572,3,4.0,0,3000,10.37,0.03,0,14,0.00036
30240,3,7.0,1,12000,7.29,0.2,0,2,0.0004
47003,3,3.0,0,20000,7.9,0.2,0,6,0.00030693069306930693
45039,3,8.0,0,17500,7.51,0.4,0,12,0.0008181818181818182
3236,0,12.0,1,7500,8.0,0.19,0,7,0.0007
24537,0,8.0,0,6000,6.99,0.12,0,2,0.00048
54407,0,8.0,1,5000,12.73,0.1,1,8,0.0006
17207,0,5.0,3,10000,9.76,0.42,0,3,0.0010416666666666667
31121,3,3.0,2,4000,12.18,0.08,0,5,0.00054
6509,3,5.0,0,10000,11.14,0.33,0,7,0.0009666666666666667
38549,2,2.0,5,4000,5.79,0.1,0,4,0.0005384615384615384
37768,0,8.0,4,10250,7.9,0.15,0,6,0.00038888888888888887
3306,3,5.0,5,5000,10.37,0.15,0,4,0.0007272727272727272
11821,3,0.0,0,12000,11.11,0.3,0,11,0.000925
10586,0,4.0,1,7000,10.65,0.19,0,2,0.0006388888888888889
7713,0,6.0,1,14000,8.0,0.23,0,4,0.00036666666666666667
48610,0,1.0,2,10000,8.94,0.16,0,10,0.00046031746031746033
9967,3,2.0,3,6000,9.99,0.14,0,2,0.0005227272727272727
48073,3,5.0,2,2500,12.61,0.04,1,8,0.0005166666666666667
44788,0,13.0,4,6000,12.69,0.07,0,10,0.0003625
16689,0,6.0,0,12000,13.99,0.2,0,3,0.00038333333333333334
53486,3,2.0,2,9600,7.51,0.14,0,4,0.00034285714285714285
54459,0,8.0,0,6000,11.99,0.06,0,4,0.00024
19895,3,7.0,1,6000,7.51,0.16,0,3,0.0006052631578947369
43335,3,5.0,3,9200,10.62,0.32,0,3,0.0007241379310344827
49427,2,8.0,5,15000,7.9,0.25,0,2,0.00038333333333333334
21669,3,5.0,0,10000,6.54,0.11,0,2,0.0002666666666666667
3119,2,4.0,5,2000,10.74,0.03,0,4,0.00034285714285714285
32512,0,6.0,1,1000,13.67,0.1,1,3,0.0002666666666666667
43393,0,4.0,4,17000,7.51,0.24,0,2,0.00034285714285714285
29089,0,11.0,4,4000,7.68,0.04,0,9,0.00027551020408163264
38347,0,2.0,2,7000,8.59,0.09,0,4,0.0003243243243243243
41380,3,9.0,3,12000,17.99,0.16,0,6,0.0004072398190045249
27537,3,0.0,1,5000,12.87,0.21,1,3,0.0009583333333333333
43312,3,2.0,5,7000,6.91,0.11,0,2,0.00036920804873546244
56145,0,0.0,2,10000,6.91,0.19,0,4,0.0004814814814814815
10910,3,9.0,0,5500,9.63,0.12,0,2,0.0005555555555555556
48963,1,28.0,0,11500,12.53,0.46,0,12,0.0018524484536082473
11372,3,7.0,3,5000,7.9,0.06,0,3,0.0003125
14747,0,3.0,3,6000,5.42,0.07,0,2,0.00025
9252,0,15.0,2,6825,11.66,0.07,1,13,0.00038947368421052633
25805,0,3.0,5,3200,10.37,0.06,0,4,0.0004743833017077799
56238,3,2.0,5,3000,11.26,0.09,0,3,0.0006628702280876194
27349,0,8.0,4,8000,11.86,0.15,0,2,0.00045457851480107647
54390,0,5.0,2,6000,5.42,0.09,0,4,0.0003692307692307692
17794,3,2.0,5,1500,9.99,0.04,0,4,0.0006313131313131314
57754,0,0.0,3,13000,13.22,0.22,0,13,0.0007166666666666667
15772,3,2.0,3,5000,5.42,0.14,0,7,0.0009722222222222222
20152,3,4.0,4,12000,7.88,0.2,0,4,0.00036666666666666667
50359,3,0.0,1,1500,18.64,0.04,0,2,0.0005641025641025641
4694,3,0.0,4,4400,13.04,0.12,0,9,0.0008814102564102564
32954,0,7.0,2,5000,5.79,0.13,0,8,0.00075
4732,2,5.0,5,15000,15.99,0.19,1,7,0.000425
54591,0,14.0,3,25000,10.36,0.23,0,10,0.000326797385620915
2040,3,11.0,2,8000,11.49,0.13,0,10,0.00042857142857142855
29660,3,2.0,5,25000,15.33,0.29,0,7,0.0003882352941176471
9326,3,5.0,0,10000,7.88,0.2,0,3,0.00048
49737,3,1.0,0,9000,13.61,0.15,0,4,0.00037096774193548385
51677,3,1.0,5,7100,7.49,0.08,0,10,0.0003118279569892473
25222,0,1.0,3,5000,7.29,0.07,0,7,0.0004
23051,3,1.0,0,3000,15.33,0.1,1,4,0.0008666666666666666
12724,3,3.0,1,3600,14.72,0.07,1,3,0.00043636363636363637
5169,2,6.0,5,16000,12.99,0.31,0,3,0.00043137254901960784
18596,3,4.0,0,17000,6.54,0.39,0,9,0.00072720661758022
28733,3,10.0,0,5000,13.11,0.17,0,5,0.0010333333333333334
52140,0,5.0,0,4000,5.42,0.07,0,5,0.0005
58313,3,1.0,0,4475,13.85,0.3,0,3,0.0017333333333333333
30637,3,4.0,1,5000,14.22,0.16,1,3,0.00071875
52829,3,0.0,1,4000,8.59,0.1,0,6,0.000875
27887,0,1.0,1,4000,7.49,0.06,0,10,0.0004
16037,0,12.0,0,12500,7.51,0.17,0,10,0.00038888888888888887
25545,3,4.0,3,8000,7.9,0.23,0,6,0.0007714285714285715
46810,3,15.0,1,15000,13.49,0.25,0,6,0.0005166666666666667
10619,3,2.0,1,5000,12.18,0.12,0,7,0.0007142857142857143
43840,0,1.0,1,11000,15.68,0.09,1,3,0.00019342359767891682
54118,0,13.0,2,12000,14.27,0.3,1,8,0.000725
30413,3,2.0,2,4000,10.37,0.08,0,4,0.0005
7352,0,3.0,2,8000,10.74,0.15,0,7,0.0005272727272727272
6703,3,11.0,5,5000,10.37,0.17,0,7,0.0010333333333333334
1804,0,0.0,0,10000,9.63,0.19,0,6,0.000576923076923077
24978,0,2.0,4,8000,11.99,0.11,0,4,0.00034285714285714285
10675,3,3.0,3,3000,10.37,0.07,0,7,0.000725
53729,3,5.0,3,10000,11.99,0.21,0,5,0.0005833333333333334
16201,0,6.0,0,9000,5.79,0.26,0,4,0.0006285714285714285
41819,3,5.0,3,7000,13.16,0.09,0,2,0.0003443708609271523
46118,3,8.0,0,7500,15.31,0.06,1,5,0.000225
26660,0,1.0,3,4000,6.76,0.06,0,10,0.0004142857142857143
14726,3,0.0,4,3000,8.9,0.04,0,24,0.0007361111111111111
51465,0,6.0,1,4800,7.88,0.06,0,3,0.0002625
45871,3,1.0,3,1500,8.94,0.03,0,4,0.0005
12990,0,0.0,1,25000,10.99,0.19,0,5,0.00020752628666297732
42373,3,4.0,4,5000,7.74,0.09,0,3,0.0004551661356395084
3072,3,12.0,2,14000,12.69,0.19,0,2,0.0003333333333333333
37217,3,2.0,0,5000,11.89,0.08,0,10,0.0005
17922,0,4.0,1,6000,7.4,0.07,0,4,0.000275
15082,3,2.0,1,6000,13.75,0.1,0,4,0.00043402777777777775
25912,3,4.0,3,6000,10.65,0.07,0,3,0.0002705882352941176
37676,0,2.0,4,6600,7.9,0.12,0,4,0.00038888888888888887
16479,3,0.0,3,9000,13.16,0.19,0,3,0.0004924631723192875
55137,3,10.0,4,15000,11.36,0.42,0,2,0.0006944444444444445
47486,0,5.0,1,35000,7.9,0.37,0,6,0.0003473684210526316
11817,3,0.0,1,5000,13.49,0.11,0,4,0.0004888888888888889
17980,3,0.0,3,1500,6.76,0.06,0,3,0.001
26900,3,13.0,1,8500,11.36,0.14,0,7,0.0005633522774344275
21342,0,1.0,5,5000,10.75,0.08,0,4,0.00038333333333333334
9815,0,5.0,0,4500,13.98,0.09,1,2,0.0005
2699,0,3.0,2,12000,12.69,0.22,0,8,0.0005272727272727272
42167,0,5.0,4,15000,9.91,0.16,0,7,0.00029473684210526316
1196,0,3.0,0,8000,14.72,0.09,0,2,0.00029545454545454547
37738,0,5.0,5,6000,11.12,0.06,0,9,0.00029
51952,3,8.0,1,2500,12.61,0.05,0,4,0.00046511627906976747
17593,3,1.0,3,2000,7.29,0.03,0,6,0.0005166666666666667
1131,0,0.0,2,5000,10.08,0.1,0,6,0.0005625
23429,3,5.0,4,4200,10.75,0.05,0,8,0.0003974358974358974
40708,3,12.0,2,20000,9.91,0.36,0,5,0.0005185185185185185
14837,0,7.0,5,7500,5.99,0.15,0,2,0.00046
28920,0,6.0,1,3500,10.99,0.07,0,15,0.0009166666666666666
50245,3,2.0,5,3000,7.51,0.1,0,4,0.0008666666666666666
26958,3,7.0,1,6000,14.72,0.2,1,2,0.0007666666666666667
54011,3,0.0,5,12000,13.16,0.17,1,3,0.0003333333333333333
46515,3,0.0,3,5000,9.99,0.05,0,7,0.00031
54531,0,0.0,4,5500,10.36,0.11,0,5,0.000644874360684901
17455,3,1.0,4,4750,15.99,0.2,1,4,0.0009583333333333333
26755,0,8.0,0,10000,11.36,0.09,0,7,0.00023325730872900683
267,3,3.0,4,10000,15.33,0.17,0,10,0.0005
30463,3,9.0,3,3000,7.51,0.04,0,3,0.00037313432835820896
57289,3,3.0,4,10000,14.27,0.19,1,3,0.0005
49765,3,4.0,4,8000,13.16,0.23,1,3,0.0006285714285714285
7533,3,0.0,4,10600,11.99,0.16,0,4,0.0004166666666666667
45031,0,0.0,3,3000,14.65,0.07,0,6,0.0007857142857142857
20989,0,5.0,3,15000,13.57,0.14,1,3,0.00021296296296296298
30863,3,0.0,1,3000,9.62,0.12,0,5,0.00108
52733,3,6.0,1,4800,6.92,0.05,0,2,0.0002555555555555556
54723,0,1.0,4,1500,11.99,0.02,0,4,0.00022681347684440595
20648,0,5.0,4,15000,6.91,0.33,0,2,0.0005555555555555556
41342,0,3.0,2,7500,7.88,0.07,0,9,0.000264977874347492
367,3,3.0,3,6000,10.99,0.2,0,3,0.0008666666666666666
30896,0,0.0,5,25000,15.58,0.29,0,3,0.00028235294117647056
5665,0,7.0,3,15000,13.16,0.23,0,8,0.00041538461538461537
50102,3,0.0,4,8000,16.29,0.3,1,4,0.000962962962962963
20586,0,11.0,1,15000,12.84,0.18,1,8,0.0003048780487804878
50381,3,9.0,5,20000,15.99,0.33,0,10,0.00048333333333333334
22271,3,5.0,3,2500,13.99,0.05,1,8,0.0006
31779,3,1.0,1,4800,12.21,0.07,0,3,0.0003846153846153846
47599,0,10.0,0,13500,7.14,0.26,0,3,0.0005098039215686275
47961,0,8.0,5,12800,14.96,0.18,1,4,0.00034285714285714285
2723,0,7.0,1,6000,11.49,0.05,0,4,0.00019166666666666667
32764,2,3.0,5,5000,10.99,0.07,0,6,0.00046666666666666666
29286,3,0.0,4,3000,10.75,0.1,0,7,0.0009271978021978022
3394,3,0.0,0,7000,10.71,0.11,0,3,0.0003692307692307692
36286,3,5.0,5,4500,7.49,0.11,0,3,0.000575
39123,3,0.0,1,4900,10.59,0.06,0,2,0.00028235294117647056
19552,3,9.0,4,5000,9.32,0.1,0,17,0.00076
4979,0,5.0,3,6000,6.92,0.1,0,4,0.0004482758620689655
26136,3,1.0,4,15000,11.48,0.27,0,15,0.0006371681415929204
12994,0,18.0,0,6000,5.79,0.06,0,7,0.00034
33689,3,5.0,3,4000,14.26,0.09,0,5,0.0005938242280285036
33506,3,1.0,5,20000,16.29,0.2,1,3,0.0002761104441776711
40704,2,5.0,5,6000,7.51,0.11,0,4,0.00038181818181818184
8445,0,11.0,4,3000,7.49,0.04,0,2,0.000325
17097,3,6.0,5,7000,12.99,0.1,1,3,0.00031641928431710964
29319,3,3.0,0,8000,13.99,0.12,1,4,0.0003720238095238095
10030,0,6.0,5,15000,11.71,0.21,0,4,0.00031428571428571427
55066,3,0.0,4,5000,13.23,0.14,1,4,0.0006
1520,0,5.0,5,10000,15.7,0.15,1,3,0.00033846153846153846
129,3,1.0,2,24000,10.25,0.31,0,8,0.000358974358974359
42254,0,2.0,1,6000,12.69,0.05,0,6,0.00024166666666666667
6298,3,0.0,2,6000,8.49,0.06,0,8,0.00029
17197,0,4.0,4,15000,12.21,0.14,0,4,0.00024074074074074075
18496,3,5.0,1,7200,7.49,0.1,0,16,0.0005466666666666667
33052,0,17.0,1,15000,13.48,0.32,0,12,0.0008297872340425531
49495,0,12.0,1,8000,6.03,0.08,0,6,0.00028
2494,3,3.0,4,15000,6.62,0.25,0,3,0.0004166666666666667
4269,0,3.0,5,16000,14.35,0.2,1,5,0.00037974683544303797
50358,3,0.0,1,3500,13.22,0.12,0,14,0.0012666666666666666
2313,0,7.0,3,15000,14.96,0.16,1,2,0.0003074866310160428
42917,3,2.0,5,16000,6.54,0.19,0,3,0.00029761904761904765
909,3,1.0,0,6000,15.23,0.2,1,2,0.0007333333333333333
19336,3,3.0,0,10000,12.29,0.13,0,7,0.00046666666666666666
47642,0,7.0,5,8000,10.65,0.19,0,2,0.0005476190476190477
10083,3,3.0,3,2400,14.3,0.05,0,3,0.00046938775510204083
26950,0,12.0,4,15000,11.14,0.13,0,9,0.00023333333333333333
49922,3,8.0,4,5000,7.88,0.1,0,13,0.00075
28609,2,12.0,5,6000,11.86,0.09,0,8,0.00040579710144927536
51418,0,16.0,3,6000,5.42,0.07,0,16,0.00042857142857142855
34058,3,0.0,4,5000,13.48,0.1,1,3,0.00044
20986,3,0.0,0,5600,9.99,0.09,0,5,0.00041538461538461537
56483,0,2.0,1,3000,5.42,0.05,0,3,0.00043636363636363637
2042,3,2.0,1,10000,13.72,0.21,0,7,0.0005625
19516,0,3.0,3,8000,10.65,0.08,0,9,0.0003578947368421053
14662,3,1.0,5,3000,5.42,0.05,0,3,0.000396551724137931
20479,3,2.0,5,8000,10.36,0.15,0,5,0.0006346153846153846
28046,0,2.0,4,4750,16.07,0.19,1,9,0.00108
40399,0,7.0,2,8000,10.36,0.1,0,2,0.0002941176470588235
39457,3,1.0,4,5000,11.71,0.06,0,12,0.0004222222222222222
55130,0,9.0,1,24000,10.99,0.33,0,3,0.00034722222222222224
38885,3,0.0,5,2500,6.62,0.04,0,2,0.00038983050847457627
18989,3,9.0,3,12000,12.68,0.14,1,9,0.00040268456375838925
47815,3,1.0,4,5500,16.82,0.18,1,4,0.0007666666666666667
19494,3,7.0,4,8400,13.06,0.19,0,14,0.0009771838923734206
17688,0,9.0,3,7500,11.83,0.07,0,3,0.00025
26704,3,8.0,3,25000,11.12,0.28,0,4,0.00032085561497326203
28257,3,5.0,2,10000,11.99,0.11,0,4,0.0002608695652173913
4505,0,12.0,1,12000,6.03,0.15,0,6,0.0003375
21908,0,4.0,2,3000,5.42,0.05,0,10,0.00055
32750,0,5.0,3,5000,10.65,0.05,0,8,0.00030208333333333335
55024,3,2.0,3,2925,15.95,0.11,1,5,0.0011481481481481481
43693,3,0.0,3,8575,19.42,0.31,1,7,0.0010416666666666667
531,3,6.0,0,8400,13.79,0.18,0,2,0.0004793028322440087
10623,0,10.0,4,15000,7.49,0.21,0,3,0.0003611111111111111
49271,0,2.0,1,10000,10.95,0.09,0,3,0.0002251082251082251
